Playername,Country,Age,Height,Position,Mean Year,Appearances,Goals,,,,,,
Yossi Abukasis,Israel,43,1.78,Midfielder,1999.5,35,3,,,,,,
Asi Domb,Israel,40,,Defender,1999.5,3,0,,,,,,
Najwan Ghrayib,Israel,40,,Defender,1999.5,18,4,,,,,,
Alon Halfon,Israel,41,,,1999.5,5,0,,,,,,
Shay Holtzman,Israel,40,,Forward,1999.5,9,1,,,,,,
Jan Talesnikov,Israel,41,,Midfielder,1999.5,21,4,,,,,,
Behnam Abolghasempour,Iran,40,,Forward,1999.5,4,2,,,,,,
Parviz Boroumand,Iran,41,1.91,Goalkeeper,1999.5,19,0,,,,,,
Sattar Hamedani,Iran,40,,Midfielder,1999.5,38,1,,,,,,
Mehrdad Minavand,Iran,38,,Midfielder,1999.5,67,4,,,,,,
Laith Nobari,Iran,36,,Forward,1999.5,3,0,,,,,,
Jafet Soto,Costa Rica,38,1.73,Midfielder,1999.5,63,10,,,,,,
Mauricio Wright,Costa Rica,43,,Defender,1999.5,67,6,,,,,,
Arley Dinas,Colombia,40,1.77,Defender,1999.5,29,0,,,,,,
J&#xE9;sus Sinisterra,Colombia,38,1.75,Midfielder,1999.5,3,0,,,,,,
Edgar Davids,Netherlands,41,1.7,Midfielder,1999.5,74,6,,,,,,
Marc van Hintum,Netherlands,47,1.75,Defender,1999.5,8,0,,,,,,
Oscar Moens,Netherlands,41,1.92,Goalkeeper,1999.5,2,0,,,,,,
Celestine Babayaro,Nigeria,35,1.76,Defender,1999.5,27,0,,,,,,
Emeka Ifejiagwa,Nigeria,36,1.84,Defender,1999.5,12,0,,,,,,
Garba Lawal,Nigeria,40,1.83,Midfielder,1999.5,53,5,,,,,,
Jay-Jay Okocha,Nigeria,41,1.73,Midfielder,1999.5,75,14,,,,,,
Mobi Oparaku,Nigeria,37,1.78,Defender,1999.5,8,0,,,,,,
S&#xE9;rgio Concei&#xE7;&#xE3;o,Portugal,39,1.77,Midfielder,1999.5,56,12,,,,,,
Daniel Bogusz,Poland,39,1.8,Defender,1999.5,2,0,,,,,,
Maciej Stolarczyk,Poland,42,1.84,Defender,1999.5,8,0,,,,,,
Grzegorz Szamotulski,Poland,38,1.93,Goalkeeper,1999.5,13,0,,,,,,
Francisco Arce,Paraguay,43,1.78,Defender,1999.5,61,5,,,,,,
Pablo Caballero C&#xE1;ceres,Paraguay,42,1.78,Forward,1999.5,,,,,,,,
Mauro Caballero,Paraguay,42,1.75,Forward,1999.5,14,2,,,,,,
Jorge Luis Campos,Paraguay,44,1.76,Midfielder,1999.5,46,6,,,,,,
Julio C&#xE9;sar Enciso,Paraguay,40,1.74,Midfielder,1999.5,70,2,,,,,,
Carlos Gamarra,Paraguay,43,1.8,Defender,1999.5,110,12,,,,,,
Viktor Bulatov,Russia,42,1.79,Midfielder,1999.5,6,0,,,,,,
Vladimir But,Russia,36,1.84,Midfielder,1999.5,2,0,,,,,,
Maksim Buznikin,Russia,37,1.7,Forward,1999.5,8,5,,,,,,
Igor Yanovskiy,Russia,40,1.87,Defender,1999.5,32,1,,,,,,
Mark Burchill,Scotland,34,,Forward,1999.5,6,0,,,,,,
Stevie Crawford,Scotland,40,1.78,Forward,1999.5,25,4,,,,,,
&#x17D;eljko Milinovi&#x10D;,Slovenia,44,1.88,Defender,1999.5,38,3,,,,,,
Milan Osterc,Slovenia,39,1.85,Forward,1999.5,44,8,,,,,,
Kim Do-kyun,South Korea,37,1.84,Midfielder,1999.5,10,0,,,,,,
Lee Min-sung,South Korea,41,1.82,Defender,1999.5,66,2,,,,,,
Yoo Sang-chul,South Korea,42,1.84,Midfielder,1999.5,122,18,,,,,,
Iulian Filipescu,Romania,40,1.87,Defender,1999.5,52,1,,,,,,
C&#x103;t&#x103;lin H&#xEE;ldan,Romania,,,Midfielder,1999.5,8,1,,,,,,
Erik Lincar,Romania,35,1.8,Midfielder,1999.5,5,0,,,,,,
&#x218;tefan Nanu,Romania,45,,Defender,1999.5,7,0,,,,,,
Gabriel &#xC1;lvez,Uruguay,39,1.84,Forward,1999.5,8,1,,,,,,
Andr&#xE9;s Fleurquin,Uruguay,39,1.86,Midfielder,1999.5,11,0,,,,,,
Luis Diego L&#xF3;pez,Uruguay,40,1.8,Defender,1999.5,32,1,,,,,,
Marcelo Romero,Uruguay,38,1.81,Midfielder,1999.5,25,1,,,,,,
Dar&#xED;o Silva,Uruguay,41,1.78,Forward,1999.5,49,14,,,,,,
St&#xE9;phane Henchoz,Switzerland,39,1.88,Defender,1999.5,72,0,,,,,,
Andreas Andersson,Sweden,40,1.86,Forward,1999.5,43,8,,,,,,
Anders Andersson (footballer),Sweden,40,1.74,Midfielder,1999.5,26,3,,,,,,
H&#xE5;kan Svensson,Sweden,,1.87,Goalkeeper,1999.5,3,0,,,,,,
Magnus Svensson (footballer),Sweden,45,1.72,Defender,1999.5,31,2,,,,,,
Jonas Wallerstedt,Sweden,36,1.81,Forward,1999.5,3,0,,,,,,
Hakan &#x15E;&#xFC;k&#xFC;r,Turkey,42,1.91,Forward,1999.5,112,51,,,,,,
Oleksandr Holovko,Ukraine,42,,Defender,1999.5,58,0,,,,,,
Andriy Husin,Ukraine,41,1.89,Midfielder,1999.5,71,9,,,,,,
Volodymyr Mazyar,Ukraine,36,1.83,Forward,1999.5,3,0,,,,,,
Dmytro Parfenov,Ukraine,39,1.7,Defender,1999.5,18,0,,,,,,
Hennadiy Zubov,Ukraine,36,,Midfielder,1999.5,29,3,,,,,,
Santiago Ca&#xF1;izares,Spain,44,1.81,Goalkeeper,1999.5,46,0,,,,,,
Javier Farin&#xF3;s,Spain,36,1.73,Midfielder,1999.5,2,0,,,,,,
Paco (footballer),Spain,44,1.8,Defender,1999.5,21,0,,,,,,
Rodolfo Arruabarrena,Argentina,39,1.78,Defender,2000,6,0,,,,,,
Pablo Cavallero,Argentina,40,1.84,Goalkeeper,2000,26,0,,,,,,
Diego Crosa,Argentina,38,,Defender,2000,2,0,,,,,,
Robert Ibertsberger,Austria,37,1.79,Defender,2000,8,0,,,,,,
Andreas Lipa,Austria,43,1.88,Defender,2000,1,0,,,,,,
Zeljko Radovic,Austria,40,1.91,Forward,2000,1,0,,,,,,
Markus Schopp,Austria,40,1.88,Midfielder,2000,56,6,,,,,,
Jurgen Cavens,Belgium,36,1.88,Forward,2000,5,1,,,,,,
Marc Hendrikx,Belgium,40,1.84,Midfielder,2000,15,0,,,,,,
Philippe L&#xE9;onard,Belgium,40,,Defender,2000,26,0,,,,,,
Bob Peeters,Belgium,40,1.96,Forward,2000,13,4,,,,,,
Lu&#xED;s Eduardo Schmidt,Brazil,35,1.82,Forward,2000,1,0,,,,,,
Jen&#xED;lson &#xC2;ngelo de Souza,Brazil,41,1.7,Defender,2000,22,1,,,,,,
Vampeta,Brazil,40,1.82,Midfielder,2000,39,2,,,,,,
Mvondo Atangana,Cameroon,35,1.75,Forward,2000,1,0,,,,,,
Joseph Elanga,Cameroon,35,1.81,Defender,2000,17,0,,,,,,
Raymond Kalla,Cameroon,39,1.9,Defender,2000,63,2,,,,,,
Joseph N&apos;Do,Cameroon,38,1.78,Forward,2000,21,2,,,,,,
Fabrice Moreau,Cameroon,46,1.79,Midfielder,2000,7,1,,,,,,
Francisco Arru&#xE9;,Chile,37,1.69,playmaker,2000,5,0,,,,,,
Mauricio Donoso,Chile,38,1.71,Midfielder,2000,2,0,,,,,,
Manuel Ibarra,Chile,36,,Midfielder,2000,1,0,,,,,,
Cristi&#xE1;n Montecinos,Chile,43,1.8,Forward,2000,9,3,,,,,,
Ra&#xFA;l Mu&#xF1;oz,Chile,39,1.8,Defender,2000,7,0,,,,,,
Andr&#xE9;s Oroz,Chile,34,,Midfielder,2000,7,3,,,,,,
Rodrigo P&#xE9;rez,Chile,41,1.78,Defender,2000,32,0,,,,,,
Francisco Rojas Rojas,Chile,40,1.72,Defender,2000,32,1,,,,,,
Ricardo Francisco Rojas,Chile,40,1.78,Defender,2000,46,1,,,,,,
H&#xE9;ctor Tapia,Chile,36,1.75,Forward,2000,,,,,,,,
Marco Villaseca,Chile,39,1.86,Midfielder,2000,9,0,,,,,,
Jonathan Bola&#xF1;os,Costa Rica,36,1.78,Midfielder,2000,3,0,,,,,,
S&#xF8;ren Colding,Denmark,41,1.78,Defender,2000,27,0,,,,,,
Pavel Nedv&#x11B;d,Czech Republic,41,1.77,Midfielder,2000,91,18,,,,,,
Karel Poborsk&#xFD;,Czech Republic,42,1.74,Midfielder,2000,118,8,,,,,,
Igor Bi&#x161;&#x107;an,Croatia,36,1.9,Defender,2000,15,1,,,,,,
Vladimir Vasilj,Croatia,39,1.88,Goalkeeper,2000,2,0,,,,,,
Carsten Jancker,Germany,39,1.93,Forward,2000,33,10,,,,,,
Oliver Kahn,Germany,45,1.88,Goalkeeper,2000,86,0,,,,,,
Zolt&#xE1;n Sebescen,Germany,38,1.89,Defender,2000,1,0,,,,,,
Alexander Zickler,Germany,40,1.88,Forward,2000,12,2,,,,,,
Meelis Rooba,Estonia,37,,Midfielder,2000,50,4,,,,,,
Seth Johnson,England,35,,Midfielder,2000,1,0,,,,,,
Fabien Barthez,France,43,1.8,Goalkeeper,2000,87,0,,,,,,
Richard Dutruel,France,41,1.92,Goalkeeper,2000,1,0,,,,,,
Robert Pir&#xE8;s,France,40,1.87,Midfielder,2000,79,14,,,,,,
Laurent Robert,France,39,1.73,Midfielder,2000,9,1,,,,,,
Zinedine Zidane,France,42,1.85,Midfielder,2000,108,31,,,,,,
Agust&#xED;n Delgado,Ecuador,39,1.88,Forward,2000,71,31,,,,,,
Carlos Alberto Ju&#xE1;rez,Ecuador,42,1.92,Forward,2000,4,0,,,,,,
G&#xE1;bor Bukr&#xE1;n,Hungary,38,1.83,Midfielder,2000,1,0,,,,,,
Mikl&#xF3;s Lendvai,Hungary,39,1.79,Midfielder,2000,23,0,,,,,,
J&#xE1;nos M&#xE1;tyus,Hungary,39,1.94,Defender,2000,34,3,,,,,,
Tam&#xE1;s Pet&#x151;,Hungary,40,,Midfielder,2000,14,0,,,,,,
Skelley Adu Tutu,Ghana,35,1.8,Forward,2000,2,0,,,,,,
Ibrahim Tanko,Ghana,37,1.8,Forward,2000,10,0,,,,,,
Dimitrios Eleftheropoulos,Greece,38,1.9,Goalkeeper,2000,12,0,,,,,,
Nikolaos Frousos,Greece,40,1.82,Forward,2000,7,0,,,,,,
Fanis Katergiannakis,Greece,40,,Goalkeeper,2000,6,0,,,,,,
Anastasios Katsabis,Greece,41,1.88,Defender,2000,9,1,,,,,,
Zisis Vryzas,Greece,40,1.9,Forward,2000,68,9,,,,,,
Orvin Cabrera,Honduras,,,Forward,2000,1,1,,,,,,
Reynaldo Clavasqu&#xED;n,Honduras,42,,Defender,2000,35,3,,,,,,
Ricky Denis Garc&#xED;a,Honduras,43,,Midfielder,2000,24,1,,,,,,
Javier Omar Mart&#xED;nez,Honduras,42,,Defender,2000,18,1,,,,,,
Leonardo Morales (footballer born 1975),Honduras,38,,Defender,2000,5,0,,,,,,
Hesler Phillips,Honduras,35,,Forward,2000,6,1,,,,,,
Jos&#xE9; Luis Pineda,Honduras,39,1.76,Midfielder,2000,52,4,,,,,,
Fabio Ulloa,Honduras,38,1.81,Defender,2000,10,0,,,,,,
Aaran Lines,New Zealand,37,1.77,Midfielder,2000,31,4,,,,,,
Christian Mart&#xED;nez (Mexican footballer),Mexico,34,1.8,Goalkeeper,2000,2,0,,,,,,
Toshiya Fujita,Japan,42,1.74,Midfielder,2000,24,3,,,,,,
Tomoyuki Hirase,Japan,37,1.84,Forward,2000,2,0,,,,,,
Daisuke Ichikawa,Japan,34,1.81,Midfielder,2000,10,0,,,,,,
Keiji Kaimoto,Japan,41,1.81,Defender,2000,1,0,,,,,,
Hideaki Kitajima,Japan,36,1.82,Forward,2000,3,1,,,,,,
Hiromi Kojima,Japan,36,1.77,Midfielder,2000,1,0,,,,,,
Go Oiwa,Japan,42,1.8,Defender,2000,3,0,,,,,,
Daijiro Takakuwa,Japan,41,,Goalkeeper,2000,1,0,,,,,,
Yoshiharu Ueno,Japan,41,1.81,Midfielder,2000,1,0,,,,,,
Luigi Di Biagio,Italy,43,1.75,Midfielder,2000,31,2,,,,,,
Luigi Sartor,Italy,39,1.82,Defender,2000,2,0,,,,,,
Damiano Zenoni,Italy,37,1.85,Defender,2000,1,0,,,,,,
Eyal Almoshnino,Israel,38,1.89,Defender,2000,1,0,,,,,,
Adoram Keisi,Israel,42,1.87,Defender,2000,55,4,,,,,,
Avi Tikva,Israel,38,,Midfielder,2000,12,1,,,,,,
Younes Bahonar,Iran,37,,Defender,2000,2,0,,,,,,
Hamid Reza Ebrahimi,Iran,38,,Midfielder,2000,3,0,,,,,,
Mehdi Hasheminasab,Iran,41,1.85,Defender,2000,30,3,,,,,,
Ali Latifi,Iran,38,1.85,Forward,2000,2,0,,,,,,
Behrouz Rahbarifar,Iran,43,1.85,Defender,2000,23,0,,,,,,
Juan Pablo &#xC1;ngel,Colombia,38,1.86,Forward,2000,33,9,,,,,,
Rubiel Quintana,Colombia,36,1.82,Defender,2000,13,0,,,,,,
Arnold Bruggink,Netherlands,37,1.84,Midfielder,2000,2,0,,,,,,
Jimmy Floyd Hasselbaink,Netherlands,42,1.78,Forward,2000,23,9,,,,,,
Patrick Paauwe,Netherlands,38,1.83,Defender,2000,5,0,,,,,,
Jaap Stam,Netherlands,42,,Defender,2000,67,3,,,,,,
Sunday Chibuike,Nigeria,32,1.73,playmaker,2000,1,0,,,,,,
Iyenemi Furo,Nigeria,36,1.86,Defender,2000,5,0,,,,,,
Chikelue Iloenyosi,Nigeria,33,1.85,Defender,2000,4,0,,,,,,
James Obiorah,Nigeria,36,1.85,Midfielder,2000,3,1,,,,,,
Chibuike Okeke,Nigeria,34,,Midfielder,2000,2,0,,,,,,
Duke Udi,Nigeria,38,1.78,technical advisor,2000,4,0,,,,,,
Paulo Cabral,Portugal,42,1.78,Defender,2000,1,0,,,,,,
Delfim Teixeira,Portugal,37,1.79,Midfielder,2000,1,0,,,,,,
Carlos de Oliveira Magalh&#xE3;es,Portugal,40,1.85,Defender,2000,6,0,,,,,,
Jorge Soares da Silva,Portugal,42,1.83,Goalkeeper,2000,1,0,,,,,,
Arkadiusz Kaliszan,Poland,41,1.95,Defender,2000,1,0,,,,,,
Arkadiusz B&#x105;k,Poland,39,1.76,Midfielder,2000,13,0,,,,,,
Olgierd Moskalewicz,Poland,40,1.8,Midfielder,2000,1,0,,,,,,
Maciej Murawski,Poland,40,1.84,Defender,2000,6,0,,,,,,
Mariusz Pawlak,Poland,42,1.77,Defender,2000,1,0,,,,,,
Mariusz Piekarski,Poland,39,,Midfielder,2000,2,0,,,,,,
Tomasz Rz&#x105;sa,Poland,41,1.8,Defender,2000,36,1,,,,,,
Igor Sypniewski,Poland,39,1.83,Forward,2000,2,0,,,,,,
Danilo Aceval,Paraguay,38,1.85,Goalkeeper,2000,11,0,,,,,,
Hugo Brizuela,Paraguay,45,1.75,Forward,2000,15,2,,,,,,
Juan Carlos Franco,Paraguay,41,,Midfielder,2000,5,0,,,,,,
Derlis Soto,Paraguay,41,1.68,Forward,2000,14,1,,,,,,
Glenn Ferguson,Northern Ireland,45,,Forward,2000,5,0,,,,,,
Maksim Demenko,Russia,38,1.91,Midfielder,2000,2,0,,,,,,
Yuri Drozdov,Russia,42,1.72,Defender,2000,10,0,,,,,,
Aleksandr Filimonov,Russia,40,1.93,Goalkeeper,2000,16,0,,,,,,
Aleksandr Shirko,Russia,37,,Forward,2000,6,1,,,,,,
Vladislav Radimov,Russia,38,1.82,Midfielder,2000,33,3,,,,,,
Allan Johnston,Scotland,40,,Midfielder,2000,18,2,,,,,,
Neil Sullivan,Scotland,44,1.83,Goalkeeper,2000,28,0,,,,,,
Paul Telfer (footballer),Scotland,42,,Defender,2000,1,0,,,,,,
Amir Kari&#x107;,Slovenia,40,1.8,Defender,2000,64,1,,,,,,
Kim Hyun-soo (born March 1973),South Korea,41,1.86,Defender,2000,3,0,,,,,,
Kim Jin-woo (footballer),South Korea,38,1.79,Midfielder,2000,2,0,,,,,,
Lee Sang-hun,South Korea,38,1.85,Defender,2000,17,0,,,,,,
Cornel Buta,Romania,36,1.78,Defender,2000,1,0,,,,,,
Iulian Crivac,Romania,38,1.79,Midfielder,2000,2,0,,,,,,
Narcis R&#x103;ducan,Romania,39,1.77,Midfielder,2000,1,0,,,,,,
Jos&#xE9; Mar&#xED;a Franco,Uruguay,35,1.88,Forward,2000,1,0,,,,,,
Dami&#xE1;n Rodr&#xED;guez,Uruguay,40,1.82,Defender,2000,,,,,,,,
Francesco Di Jorio,Switzerland,40,1.7,Midfielder,2000,13,0,,,,,,
Badile Lubamba,Switzerland,38,1.74,Defender,2000,2,0,,,,,,
Magnus Arvidsson (footballer),Sweden,41,1.75,Forward,2000,2,0,,,,,,
Andreas Jakobsson,Sweden,41,1.89,Defender,2000,36,3,,,,,,
Fredrik S&#xF6;derstr&#xF6;m,Sweden,41,1.77,Midfielder,2000,5,0,,,,,,
&#xDC;mit Davala,Turkey,41,1.86,Defender,2000,41,4,,,,,,
Ahmet Dursun,Turkey,36,1.77,Forward,2000,3,0,,,,,,
Cenk &#x130;&#x15F;ler,Turkey,40,1.8,Forward,2000,1,0,,,,,,
Erg&#xFC;n Penbe,Turkey,42,1.78,Defender,2000,48,0,,,,,,
Hakan &#xDC;nsal,Turkey,41,1.78,Defender,2000,33,0,,,,,,
Yuriy Dmytrulin,Ukraine,39,1.75,Defender,2000,39,1,,,,,,
Ihor Kostyuk,Ukraine,38,1.86,Midfielder,2000,1,0,,,,,,
Roman Maksymyuk,Ukraine,40,1.85,Forward,2000,5,0,,,,,,
Luis Cembranos,Spain,42,1.76,Midfielder,2000,1,0,,,,,,
Catanha,Spain,42,1.78,Forward,2000,3,0,,,,,,
Pep Guardiola,Spain,43,1.8,Midfielder,2000,7,0,,,,,,
Juanmi (footballer born 1971),Spain,43,1.81,Goalkeeper,2000,1,0,,,,,,
Francisco Rufete,Spain,37,1.77,Midfielder,2000,3,0,,,,,,
C&#xE9;sar S&#xE1;nchez,Spain,42,1.85,Goalkeeper,2000,1,0,,,,,,
Juan Velasco Damas,Spain,37,1.79,Defender,2000,5,0,,,,,,
V&#xED;ctor (footballer born 1974),Spain,40,1.65,Forward,2000,1,0,,,,,,
Roberto Ayala,Argentina,41,1.77,Defender,2000.5,115,7,,,,,,
Mauricio Pochettino,Argentina,42,1.82,Defender,2000.5,20,2,,,,,,
Juan Pablo Sor&#xED;n,Argentina,38,1.73,Defender,2000.5,76,12,,,,,,
Gerd Wimmer,Austria,37,1.76,Midfielder,2000.5,5,0,,,,,,
&#xC9;ric Deflandre,Belgium,41,1.81,Defender,2000.5,57,0,,,,,,
Olivier Doll,Belgium,41,1.82,Defender,2000.5,6,0,,,,,,
Jacky Peeters,Belgium,44,1.84,Defender,2000.5,17,0,,,,,,
Stefaan Tanghe,Belgium,42,1.75,Midfielder,2000.5,9,2,,,,,,
Branko Strupar,Belgium,44,1.91,Forward,2000.5,17,5,,,,,,
Peter Van Houdt,Belgium,37,1.76,Forward,2000.5,6,,,,,,,
Ca&#xE7;apa,Brazil,38,1.8,Defender,2000.5,3,0,,,,,,
Dida (footballer born 1973),Brazil,40,1.96,Goalkeeper,2000.5,91,0,,,,,,
Euller,Brazil,43,1.71,Forward,2000.5,6,3,,,,,,
Guilherme de C&#xE1;ssio Alves,Brazil,40,1.83,Forward,2000.5,6,1,,,,,,
Marcos Roberto Silveira Reis,Brazil,41,1.93,Goalkeeper,2000.5,29,0,,,,,,
Sylvinho,Brazil,40,1.73,Defender,2000.5,6,0,,,,,,
Z&#xE9; Roberto,Brazil,40,1.72,Midfielder,2000.5,84,6,,,,,,
Lucien Mettomo,Cameroon,37,1.84,Defender,2000.5,29,1,,,,,,
Marcelo Salas,Chile,39,1.73,Forward,2000.5,71,37,,,,,,
Thomas Helveg,Denmark,43,1.82,,2000.5,108,2,,,,,,
Vratislav Lokvenc,Czech Republic,40,1.96,Forward,2000.5,74,14,,,,,,
Jens Jeremies,Germany,40,1.77,Midfielder,2000.5,55,1,,,,,,
Thomas Linke,Germany,44,1.83,Defender,2000.5,43,1,,,,,,
Marko Rehmer,Germany,42,1.88,Defender,2000.5,35,4,,,,,,
Mart Poom,Estonia,42,1.95,Goalkeeper,2000.5,120,0,,,,,,
Dmitri Ustritski,Estonia,39,1.75,Forward,2000.5,17,1,,,,,,
Nicky Butt,England,39,,Midfielder,2000.5,39,0,,,,,,
Kevin Phillips (footballer),England,41,,Forward,2000.5,8,1,,,,,,
Paul Scholes,England,39,1.7,Midfielder,2000.5,66,14,,,,,,
Richard Wright (footballer),England,36,,Goalkeeper,2000.5,2,0,,,,,,
Oswaldo Ibarra,Ecuador,44,1.8,Goalkeeper,2000.5,27,0,,,,,,
Attila Drag&#xF3;ner,Hungary,39,1.9,Defender,2000.5,28,0,,,,,,
K&#xE1;roly Er&#x151;s,Hungary,42,1.78,Midfielder,2000.5,2,0,,,,,,
Theodoros Zagorakis,Greece,42,1.78,Midfielder,2000.5,120,3,,,,,,
Marco Mej&#xED;a,Honduras,39,,Defender,2000.5,6,0,,,,,,
Reynaldo Pineda,Honduras,36,,Midfielder,2000.5,4,0,,,,,,
Wilmer Vel&#xE1;squez,Honduras,42,1.7,Forward,2000.5,47,35,,,,,,
Mikhail Zaritskiy,Luxembourg,41,,Forward,2000.5,15,0,,,,,,
Jes&#xFA;s Arellano,Mexico,41,1.71,Midfielder,2000.5,69,7,,,,,,
Salvador Carmona,Mexico,39,,Defender,2000.5,84,0,,,,,,
Alberto Mac&#xED;as,Mexico,44,1.89,Defender,2000.5,4,0,,,,,,
Cyril Domoraud,Ivory Coast,43,1.81,Defender,2000.5,0,,,,,,,
Valerio Bertotto,Italy,41,1.79,Defender,2000.5,4,0,,,,,,
Mark Iuliano,Italy,41,1.87,Defender,2000.5,19,1,,,,,,
Angelo Peruzzi,Italy,44,1.81,Goalkeeper,2000.5,31,0,,,,,,
Damiano Tommasi,Italy,40,1.8,Midfielder,2000.5,25,2,,,,,,
Behnam Seraj,Iran,43,1.84,Forward,2000.5,,,,,,,,
R&#xF3;nald G&#xF3;mez,Costa Rica,39,1.88,Forward,2000.5,93,26,,,,,,
Neider Morantes,Colombia,39,,Midfielder,2000.5,21,4,,,,,,
Jorge Horacio Serna,Colombia,34,1.9,Forward,2000.5,4,1,,,,,,
Boudewijn Zenden,Netherlands,38,1.74,Midfielder,2000.5,54,7,,,,,,
Murphy Akanji,Nigeria,36,,Goalkeeper,2000.5,2,0,,,,,,
Sam Ayorinde,Nigeria,39,1.78,Forward,2000.5,2,0,,,,,,
Ndubuisi Egbo,Nigeria,41,1.81,Goalkeeper,2000.5,6,0,,,,,,
Ahmed Garba,Nigeria,34,1.74,Forward,2000.5,6,1,,,,,,
Pius Ikedia,Nigeria,34,1.66,Midfielder,2000.5,15,1,,,,,,
Wilson Oruma,Nigeria,37,1.74,Midfielder,2000.5,19,3,,,,,,
Beto (Portuguese footballer born 1976),Portugal,38,1.85,Defender,2000.5,31,2,,,,,,
Jacek B&#x105;k,Poland,41,1.87,Defender,2000.5,96,3,,,,,,
Tomasz Hajto,Poland,41,1.91,Defender,2000.5,62,6,,,,,,
Mariusz Kukie&#x142;ka,Poland,37,1.83,Midfielder,2000.5,20,3,,,,,,
Marek Zaj&#x105;c,Poland,40,1.86,Defender,2000.5,2,0,,,,,,
Pedro Sarabia,Paraguay,39,1.83,Defender,2000.5,47,0,,,,,,
Dmitri Alenichev,Russia,41,,Midfielder,2000.5,55,6,,,,,,
Dmitri Khokhlov,Russia,38,1.89,Midfielder,2000.5,53,6,,,,,,
Andrei Solomatin,Russia,38,1.83,Defender,2000.5,13,1,,,,,,
Jackie McNamara,Scotland,40,1.75,Defender,2000.5,33,0,,,,,,
Brian O&apos;Neil (footballer born 1972),Scotland,41,1.86,Midfielder,2000.5,7,0,,,,,,
Mladen Dabanovi&#x10D;,Slovenia,42,1.96,Goalkeeper,2000.5,25,0,,,,,,
Zoran Pavlovi&#x107;,Slovenia,38,1.85,Midfielder,2000.5,21,0,,,,,,
Kim Dae-eui,South Korea,40,1.74,Forward,2000.5,13,3,,,,,,
Daniel Florea,Romania,38,1.77,Defender,2000.5,3,0,,,,,,
Giani Kiri&#x163;&#x103;,Romania,37,1.82,Defender,2000.5,4,0,,,,,,
Florian Dan L&#x103;cust&#x103;,Romania,37,1.86,Defender,2000.5,3,0,,,,,,
Adrian Mihalcea,Romania,38,1.8,Forward,2000.5,16,0,,,,,,
Alin Stoica,Romania,34,1.76,Midfielder,2000.5,13,0,,,,,,
Javier Delgado,Uruguay,39,1.82,Midfielder,2000.5,14,0,,,,,,
Antonio Pacheco D&apos;Agosti,Uruguay,38,1.71,Forward,2000.5,12,3,,,,,,
Gonzalo de los Santos,Uruguay,38,1.89,Midfielder,2000.5,33,1,,,,,,
Bernt Haas,Switzerland,36,1.85,Defender,2000.5,36,3,,,,,,
Niclas Alexandersson,Sweden,42,1.81,Midfielder,2000.5,109,7,,,,,,
Mattias Asper,Sweden,40,,Goalkeeper,2000.5,3,0,,,,,,
Tomas Antonelius,Sweden,41,1.79,Defender,2000.5,8,0,,,,,,
Magnus Hedman,Sweden,41,1.96,Goalkeeper,2000.5,58,0,,,,,,
Teddy Lu&#x10D;i&#x107;,Sweden,41,1.8,Defender,2000.5,86,0,,,,,,
Johan Mj&#xE4;llby,Sweden,43,,Defender,2000.5,49,4,,,,,,
Fatih Akyel,Turkey,36,1.8,Defender,2000.5,64,0,,,,,,
Hennadiy Moroz,Ukraine,39,1.77,Defender,2000.5,6,0,,,,,,
Mykhaylo Starostyak,Ukraine,40,1.8,Defender,2000.5,17,0,,,,,,
Joseba Etxeberria,Spain,36,1.78,Forward,2000.5,53,12,,,,,,
Gaizka Mendieta,Spain,40,1.73,Midfielder,2000.5,40,8,,,,,,
Pedro Munitis,Spain,39,1.67,Forward,2000.5,21,2,,,,,,
Javier de Pedro,Spain,41,1.8,Midfielder,2000.5,12,2,,,,,,
Hern&#xE1;n Crespo,Argentina,39,1.84,Forward,2001,64,35,,,,,,
Eduard Glieder,Austria,45,1.8,Forward,2001,11,4,,,,,,
&#x17D;eljko Vukovi&#x107;,Austria,52,1.83,Defender,2001,3,0,,,,,,
Didier Dheedene,Belgium,42,1.83,Defender,2001,15,0,,,,,,
Sandy Martens,Belgium,41,1.91,Defender,2001,10,2,,,,,,
Athirson Mazolli e Oliveira,Brazil,37,1.83,Defender,2001,5,0,,,,,,
Carlos Miguel da Silva J&#xFA;nior,Brazil,42,,Midfielder,2001,5,1,,,,,,
C&#xE9;sar Aparecido Rodrigues,Brazil,39,1.81,Defender,2001,2,0,,,,,,
Fran&#xE7;a,Brazil,38,1.83,Forward,2001,8,1,,,,,,
Felipe Jorge Loureiro,Brazil,36,1.75,Defender,2001,7,0,,,,,,
Geovanni Deiberson Maur&#xED;cio,Brazil,34,1.72,Midfielder,2001,1,0,,,,,,
L&#xE9;omar Leiria,Brazil,43,1.85,Midfielder,2001,5,0,,,,,,
Leandro Amaral,Brazil,37,1.77,Forward,2001,4,0,,,,,,
Magno Alves,Brazil,38,1.76,Forward,2001,3,0,,,,,,
Marcelinho Para&#xED;ba,Brazil,39,1.74,Forward,2001,5,1,,,,,,
Ramon Menezes Hubner,Brazil,42,1.7,Midfielder,2001,5,1,,,,,,
Robert da Silva Almeida,Brazil,43,1.72,Midfielder,2001,3,0,,,,,,
F&#xE1;bio Rochemback,Brazil,32,1.83,Midfielder,2001,7,0,,,,,,
Roger Machado Marques,Brazil,39,1.76,Defender,2001,1,0,,,,,,
